text,target
Ahh ive got a renewed love of MCFLY!!!!!!!! ,positive
 ----------  V_Simmons: I'm Finally in Bed  ...,positive
i cant believe that he has to come running to me and i have to give my &quot;there are plenty of other fish in the sea&quot; speech ,negative
"@dougiemcfly I'm not going to the Porto Alegre concert, so I can't bring Eclipse for you! ",negative
watching youtube videos with amy! ,positive
hi twitts... Wats every1 up too? So cold n miserable in perth ,negative
@QuiMo it does seem like Block party is done... ,negative
@MartinAmis &quot;IT'S PERFECT THE WAY IT IS!!!&quot;  Or have I got the wrong joke?,positive
Soggy pancake... Not good. ,negative
"Believe it or not, I actually did it... ",positive
@breyman love that ,positive
@PrinceJamir thanks for the follow bro! ,positive
Whatchin baby mama with siser and broder ,positive
UBER Bummed...Jose show cancelled ,negative
@beesknees42 Set the clock ahead two hours and make him think its later ,positive
"guess what, my @wannadevelop twitter profile is more popular than @iamdiddy according to @google --- hahaha... sorry, diddy! #iamking ",positive
cant believe rafa nadal dropped out of wimbledon ,negative
Glad my ear is looking more or less normal again... Not purple-black and swollen three times to size anymore!!!  Chick flick before bed ,positive
@Kdubbb ahh i cant wait for blink tour  i told myself that i wasnt going. but i think im just gonna get cheap lawn tickets with cassie ,positive
hate this weather... ,negative
why did i wake up? its 2:40am and in  5hrs i take the 1st part of my  english regents....LOVELY ,negative
@DangerAdamJonas  I saw you in the facebook live chat... but you will have to answer my question the next time  ! ,negative
@lyssamia no doubt and paramore is may 22 but like the 21st im getting my molers taken out!  and yes a less astablished band maybe!,negative
it's raining! and it's cold! and I wanna sleep! and other things too. shoot! I want my beeeed... ,negative
Whew my body is mad about tha workout... I think ill nap when I get home. Its still raining ,negative
F1 teams set to breakaway from the championship and launch a new series next year   http://www.autosport.com/news/report.php/id/76292,negative
I feeling uneasy now ,positive
I need a nap or something  so full from dinner!!!,positive
@kristisayles Your dad and I each have daughters named Kristi/Christy. We're obviously bright guys. ,positive
huhuhu.. i can't remember my other email add and my other password in friendster  i hate the feeling ,negative
@timalmond Looks like I will have to check this out. Thanks Tim ,positive
@MomoFali that sucks ...sorry not that it helps ,negative
@nikkifirth aren't the 1st morning tweets the most excitables ,positive
@Shannonae What kind of webcam won't take a photo? So strange. Well either way I'm glad you've got something ,positive
baking fails ,negative
i have a baaaaad headache!!    ,negative
is upset that I do not have to write a research paper  Just research proposal. I really wanted to write a paper,negative
Finally! I get to just chill wth fam n friends. Going out tonight  and god willing I'm going to have a blast!   hope everyone has a good 1,positive
Listening to random music on my ipod ,positive
@doug_ellison If only they had launched while I was in it! ,negative
@JermzCrawford   why????,negative
@just_kap Yes I remember and the tests came back negative so no worries.  Sleep tight.,positive
Wow its amazing how fast a year goes...@ William and Mary hall watching the class behind me graduate... ,negative
@Jonasbrothers  new music video!!! so excited. can't wait.,positive
"UP = soooooo good. i laughed, i cried. just so cute ",positive
Another Friday night out.. Saturday night in ,positive
"@visualattitudes  jep, that's not the only thing they did wrongï¿½ ",positive
I think it's unfair that my mom is going to the movies and I don't!!   (She's gonna see 'The Propasal' ),negative
Everytime I try and use twitterbox on my iPhone it freezes up or is extremely laggy to the point I can't do anything. ,negative
Morning @all!! Had great (tweetless...) weekend  Let's kick some ass today!!,positive
"It was a beautiful day! Not 2 hot. Relaxed, then 2 a cookout w/ Cub Scouts...they R so much fun (the Cubs &amp; the cookouts) ",positive
"@FATHERsoHOOD If you want hot go to Cornwall/Devon I would say, both v nice ",positive
@madilovesmerder me 2  My MacBook is packed with GA music haha,positive
@dcdebbie  hope you have a great day,positive
help! I'm getting addicted to twitter... working at twitting at the same time ,positive
"@jordaaaannnn It's fun calling the defenseless straight people gay. Isn't it, Jordan. ",positive
@kazzkumar thanks! For that I won't share ur secret ,positive
@mitchelmusso HEY!! PLEASE MITCHEL!! GIVE ME LUCK FOR MY EXAM!! MAYBE I PASS IT IF YOU GIVE ME LUCK  HAHAHA REPLY PLEASE!!&lt;3,positive
@Schofe it's ok if u get swine flu cos there's always oinkment!!! ,positive
I don't understand men! Relationships..ugh! How does one mend a broken heart? Why doesn't one communicate! ,negative
Smoking up with the green machine DD  Moni's dropping by tomorrow morning so I'm psyched.  Happy toking all ,positive
Cheesecake factory to visit joeys sister ,positive
@hammett It's telling you you need to buy one of the new ones when they come out in a month or so ,positive
Omg come on m-braves y'all are failing ATM 4-1 top of the 8th  what happened! #fb,negative
@cathicks I don't get it. ,negative
@Aidezitha_Way's sometimes silly but shes a great friend...the best i'd ever had ,positive
Got sunburn on the back of my neck ,negative
@MariaJEchelon no prob! im glad youre enjoyin it ,positive
"@Arlyonka So I was right, you are in distress, but nothing that coffee won't take care of ",positive
Going to my aunts. Yay! Be warned. She is a facebooker. We will have fun though ,positive
Mac and cheese is yummy ,positive
pool time....i hope i dont get sunburned again ,negative
@Tisha_Dawn Hi sweety! It's saturday and I'm working ,negative
Downloading mixtapes. I discovered how to do it with a little help from a friend ,positive
"@JuiceMy nice, i miss the chilli ban mee in KL. bring us some ",positive
"Everything bagel, perfectly toasted. Yum ",positive
I buy some soda and put them in the hotel frig only to wake up the next day to a luke warm pepsi one. I was suppose to know to turn it up ,negative
Just updated my calendar and now I am on holiday when we are still rolling out a project! ,negative
All Time Low's new song is not that great  I'm disappointed. Cobra Starship on the other hand has 2 new songs that are awesome sauce!!,negative
I miss you i miss you smile ,negative
anyone want to help a girl out? what is the # sign in front of words for? thanks ,positive
"Uh  planned on being in work by now but have a teeny weeny hangover, I only had a couple of drunks! I am SUCH a cheap date LOL",negative
#BSG complete series #bluray available for pre-order at amazon. US$245 though so it's a bit out of my price range  http://bit.ly/r63EP,negative
Coffee date with the ladies  I see Cotie in a few hours &lt;3,positive
Why are my followers fluc-tu-ting? should my tweets bring more bling? ,negative
@piratecity that definitely counts. I'm *not* wearing skates and I see myself as *not skating*  ,positive
"@AnaM910 you should've told me, i would've met you there ",negative
"I've been laying awake in the bed for a half hour, maybe it's time to get out off bed ",positive
power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,positive
Trying to find Jaguars gameday parking. Any suggestions? ,positive
"@Chells I tried it with a few other things, no joy. I think it was a fluke. ",negative
@MoocherGirl Hi - survey seems working now ,positive
@MonaLiisa09 lol i need some of the knockout pills like on tom and jerry lmfao  i could definitely get some dmn sleep then ,positive
"Headed back to old apartment. Gotta do the final clean up. But first, lunch at ??. ",positive
"@luvmymuzic1 I gotta go get some from the store.. 15 min, not enough time...  we're shote, huh? I'll go to wal-mart on lunch and get some",negative
@DreamasaurusRex Have you seen the video of that girl dying? It's awful. ,negative
@bewareofabkco someone left a baby in a box in phoenix yesterday. sick fucks! ,negative
In Hawaii. Hot ,negative
@doqtu84 anh c? thï¿½m ?i  bao gi? trï¿½i ??t h?t gï¿½i mï¿½ anh l?i bi?n thï¿½nh gï¿½i thï¿½ lï¿½c ??y tï¿½i m?i xem xï¿½t ???c ,positive
@SimplyH i have i one but haven't met anyone alse with one yet ,negative
"@natblingluvsfly 5 new tracks released today (marked new). I'll let you know if I ever get that artist site together, it's in dream stage ",positive
http://twitpic.com/6bq0m - BarCamp is a camping place with lots of bars  - my ex-wallpaper,positive
Yeah never made it outside so about to go under the covers!! and will hit the streets 2morrow ,positive
SATURDAY -   tired ALL day in work. and the weather was lovely  http://tinyurl.com/lzomfg,negative
I must have viewed that picture of me and @alicecsws from saturday morning about a milling times  x,positive
I LOVE ALISHIAAAAAA WEIKLE &lt;3 &lt;3  ,positive
nothing as always ,negative
Too stressed to sleep. ,negative
"@sundayrevival it's over bb  but i'm okay with it, we haven't seen each other in awhile and we kind of grew apart.",negative
@ScottishFox  I'm a n0ob &amp; have only had that once in my life. Now I'm the failure.,negative
"last night was way to over whelming... i need to get away, and ive just gotten back..  8.5 more weeks and then the fun begins.",negative
@natalieann_mk ahhh but the unhealthy players need that ranch. or else veggies dont taste good! ,negative
@CTK1 ye ask and she shall receive ,positive
Another day of sunshine tomorrow. I almost forgot it's only Tuesday ,positive
@RoodKid Ahhh  I loves you too david!!  xxxxxx Miss You ,negative
"@smjacob NP - and things are going great. Enjoying a sort of summer vacation, and I haven't had one of those in YEARS! ",positive
Air france airbus likely gone down in atlantic ,negative
I really want to see Boys Like Girls tonight! ,negative
"@brumplum heh I don't think I'll get a contract one, not worth the money!  sucks much!",negative
My feet hurts  How do people walk in high heels all day? It nearly kills my feet &quot;/,negative
is really taking life hard right now. ,negative
@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,negative
@JillianValentin i dont think you kno who i am u played me wit the email  bad !!!!!!!!!!!!!!!!!!!!!! no more stage performance,negative
"@lisisilveira when u said; u r not single...someone already owns ur heart, then i quit...  ",positive
